SMAD9,ID2,activator
STAT3,PIM2,activator
STAT3,SOCS2,activator
STAT3,SOCS5,activator
STAT3,VEGFC,activator
STAT3,HIF1A,activator
STAT3,BCL2L1,activator
STAT3,IL17A,activator
STAT3,ELF5,activator
STAT3,IRF1,activator
STAT3,SLC2A2,activator
STAT3,COL1A1,activator
TBX21,GATA3,repressor
TCF7,BIRC5,activator
TCF7,FOSL1,activator
TCF7,BIRC2,activator
TCF7,NKD1,activator
TEAD1,BIRC2,activator
TEAD1,BIRC5,activator
TEAD1,NKD1,activator
TP53,GADD45A,activator
TP53,SESN1,activator
TP53,SESN3,activator
TP53,SHISA5,activator
TP53,SIAH1,activator
TP53,TP73,activator
TP53,BNIP3L,activator
TP53,SLC7A11,repressor
YAP1,AREG,activator
YAP1,BIRC2,activator
YAP1,BIRC5,activator
YAP1,ID1,activator
YAP1,ID2,activator
YAP1,NKD1,activator
