0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
FLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTA1,0.0,0.47,0.0,0.0,0.0,0.07,0.0,0.18,0.0,0.12,0.36,0.35,0.56,0.33,0.0,0.32,0.15,0.52,0.0,0.12,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.32,1.94,0.53,0.0,2.48,5.44,6.55,5.77,5.05,0.02,0.09,0.0,0.07
ARF1,250.31,223.21,247.19,262.93,199.21,216.89,166.6,195.5,267.07,266.06,191.86,201.97,197.81,219.71,195.08,258.13,182.7,186.54,173.25,197.46,239.77,270.15,0.0,217.9,225.86,286.77,75.11,118.03,86.77,136.61,153.25,144.97,0.0,120.68,106.81,385.51,364.16,437.4,187.36,163.14,194.94,225.97
PARP1,52.4,43.63,44.0,47.09,58.73,40.22,29.03,41.51,60.64,61.7,43.26,60.52,62.34,65.97,69.08,83.81,57.9,46.33,42.56,55.4,42.33,33.07,0.0,38.04,41.35,42.38,3.1,15.12,32.71,30.2,26.47,20.42,0.0,14.06,7.75,4.45,4.64,5.71,47.26,41.64,48.75,51.42
WNT9A,5.45,5.45,6.11,5.36,1.1,4.07,2.28,2.88,3.44,3.56,3.33,3.01,4.03,1.55,1.72,4.0,2.9,2.46,1.88,3.64,6.11,8.34,0.0,5.65,6.84,9.78,0.55,2.32,0.0,3.99,1.83,5.27,0.0,1.61,0.0,0.0,0.56,0.0,2.87,1.6,2.34,2.53
REN,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.02,0.0,0.0,0.07
PDIA6,218.98,198.41,211.83,164.95,210.11,189.64,165.43,189.32,176.92,177.69,183.85,188.52,183.01,147.06,172.73,164.57,184.44,186.36,188.4,188.34,202.27,196.39,1480.17,191.65,176.63,141.8,90.51,136.78,126.27,78.0,66.43,59.25,0.0,19.92,12.43,6.4,5.85,4.09,234.66,231.37,238.51,185.6
RHOB,27.46,22.15,18.86,46.33,27.8,33.65,21.77,31.04,28.64,33.19,31.8,32.76,35.71,19.54,25.86,35.27,25.3,18.31,14.98,24.66,18.38,21.47,0.0,42.41,48.14,65.16,32.79,47.14,58.78,116.46,145.76,146.22,0.0,89.92,66.26,34.91,41.71,40.1,28.12,21.47,29.59,23.18
ABCG8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEIS1,3.25,0.75,1.11,0.0,1.21,0.48,0.0,1.49,5.84,1.37,0.74,0.23,0.61,3.2,0.52,2.45,1.26,0.79,1.3,1.6,0.47,0.0,0.0,0.34,0.88,0.0,0.0,0.28,1.22,4.53,3.47,5.68,0.0,8.93,7.41,1.06,0.45,0.0,0.65,0.76,1.46,1.13
CIAO1,21.31,22.93,23.31,15.45,16.91,21.59,15.91,22.5,17.63,18.4,21.06,24.6,25.18,19.98,22.18,23.32,20.81,21.56,19.01,18.39,19.34,27.47,0.0,16.88,20.0,52.91,18.35,17.69,15.93,16.22,16.76,15.29,0.0,11.32,10.72,2.46,7.07,16.28,17.92,16.83,18.78,16.18
SLC20A1,39.67,39.4,32.88,42.2,47.2,45.12,27.55,48.03,41.79,39.25,46.47,37.87,41.49,37.01,33.97,32.24,33.48,49.64,42.09,46.2,40.86,29.73,0.0,40.68,48.25,44.12,20.51,26.88,27.32,39.88,54.85,33.76,0.0,56.95,36.61,25.39,40.26,26.74,45.49,41.88,47.83,37.49
CDCA7,11.0,9.17,5.74,5.27,7.53,10.64,10.47,10.79,14.62,10.65,13.73,21.85,27.86,21.92,23.36,24.76,20.24,14.96,13.73,11.2,6.82,7.17,0.0,8.53,5.21,6.88,7.9,8.38,8.74,10.48,24.81,8.21,0.0,0.0,6.94,0.0,0.0,0.0,8.23,8.98,9.83,10.2
HSPD1,321.54,332.69,379.27,325.58,354.17,360.93,311.59,362.75,263.14,273.19,383.51,398.38,423.09,601.46,429.63,371.43,414.63,320.5,325.35,302.42,344.53,303.42,0.0,319.24,277.59,235.44,230.66,303.22,327.82,158.09,168.0,139.56,0.0,61.03,64.27,323.18,480.6,398.9,236.7,260.48,251.61,277.01
ACKR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HES6,9.53,5.49,5.24,17.28,5.03,3.92,7.27,4.11,8.41,6.75,5.48,8.32,5.18,2.5,8.17,12.68,6.68,4.29,3.58,5.94,6.37,9.93,0.0,4.52,7.71,0.0,1.73,4.84,3.37,5.45,9.29,4.24,0.0,0.0,7.41,1.26,2.89,5.93,3.54,1.92,4.5,6.01
EAF1,6.61,5.93,6.18,14.94,6.66,7.43,6.29,7.25,4.54,6.59,7.97,5.29,7.59,7.5,8.0,7.25,6.61,7.8,7.49,8.08,7.21,4.3,0.0,9.51,8.47,3.76,4.44,6.77,14.85,13.55,14.56,14.45,0.0,10.1,12.8,22.54,18.7,32.23,8.1,6.79,7.32,6.45
ARL6IP5,85.86,88.28,83.95,87.14,98.17,86.04,99.88,99.37,104.62,93.48,103.98,78.79,83.97,87.16,88.48,87.89,81.69,88.18,98.41,74.34,66.83,89.56,0.0,46.4,44.76,69.55,97.34,71.17,85.02,26.66,25.12,19.58,0.0,25.22,32.68,13.87,8.93,5.16,51.03,57.3,52.78,97.94
LIMD1,4.28,3.01,3.81,2.89,5.11,5.21,2.5,3.44,7.73,5.19,3.82,4.93,6.22,3.78,5.38,8.81,5.28,5.61,5.0,10.62,3.9,6.91,0.0,4.99,5.56,13.04,3.68,3.65,4.21,6.08,8.22,12.99,0.0,3.01,15.25,4.69,0.45,0.15,8.5,7.96,6.87,3.86
NR1I2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTR1,2.04,2.62,2.15,4.57,1.01,1.94,3.64,1.61,1.65,0.34,1.47,2.0,2.16,1.48,2.5,1.43,2.75,2.34,1.49,2.17,2.64,2.47,0.0,1.75,1.6,0.0,0.0,2.31,1.88,2.96,3.18,1.85,0.0,0.0,1.92,0.0,0.0,0.0,1.8,1.6,2.04,0.41
NCEH1,30.83,22.66,31.97,35.1,23.68,29.8,15.18,22.71,31.76,35.62,22.81,16.88,20.0,23.01,12.67,23.69,15.8,16.8,20.25,21.41,26.67,35.07,0.0,18.02,17.62,78.82,13.55,13.5,18.36,14.12,14.67,10.4,0.0,5.58,11.37,4.05,0.37,0.0,20.69,20.42,19.63,29.96
EAF2,3.31,2.86,0.0,0.0,5.42,1.67,1.43,3.08,2.2,0.63,3.13,2.09,2.34,2.34,4.63,2.65,3.42,0.77,1.71,0.98,1.54,1.31,0.0,1.8,1.59,0.0,4.08,2.54,4.69,0.63,0.0,1.01,0.0,0.0,0.0,0.0,2.01,0.0,1.32,1.25,0.92,2.61
MUC4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.08,0.0,0.06,0.09,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.14,0.28,0.41,0.13
SLIT2,0.13,0.08,1.51,0.0,0.47,0.28,0.0,0.39,1.27,0.58,0.27,0.86,0.36,0.79,0.0,1.13,0.42,0.34,0.15,0.07,0.53,0.17,0.0,0.28,0.21,0.0,0.0,0.23,0.39,2.16,0.0,0.93,0.0,4.46,0.44,0.67,1.1,0.0,0.39,0.3,0.32,1.25
SCD5,2.63,3.08,3.97,1.02,4.04,3.18,3.38,3.74,2.69,2.22,3.12,5.09,4.6,3.71,7.26,7.17,7.6,7.8,8.16,8.3,2.92,2.6,0.0,3.24,4.31,1.86,4.75,3.86,2.51,6.83,3.95,4.5,0.0,1.28,0.0,0.97,0.74,0.0,3.53,3.07,2.61,2.01
FABP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNA2,3.93,3.33,4.01,2.26,4.48,4.35,3.49,3.78,12.55,13.3,5.28,13.47,15.08,14.42,25.47,26.83,28.7,15.9,16.44,14.95,3.83,5.51,0.0,3.11,3.56,4.13,2.44,1.72,3.72,6.24,6.42,5.6,0.0,1.42,2.1,1.08,1.37,2.59,14.24,13.9,14.73,11.15
PDGFC,2.02,3.55,2.38,4.45,7.3,2.95,3.28,2.95,2.91,4.59,4.99,2.18,3.17,2.71,2.02,4.09,3.72,6.49,6.96,6.83,2.89,7.14,0.0,3.78,4.59,13.83,7.08,4.26,8.53,2.47,1.55,2.37,0.0,9.49,27.12,4.94,11.18,1.98,5.05,5.4,3.82,2.54
SKP2,5.28,4.74,2.32,16.74,2.93,4.46,12.38,4.69,6.84,5.6,6.88,5.78,8.95,15.02,10.51,10.19,8.86,7.97,7.14,6.92,2.96,6.18,0.0,4.36,5.45,3.46,1.7,4.88,3.48,4.35,6.18,7.56,0.0,0.82,3.48,0.3,0.69,0.0,6.78,6.15,6.96,5.04
PLK2,86.49,87.18,105.2,223.4,86.77,115.4,66.64,104.64,177.23,187.11,102.12,108.52,120.32,122.1,102.3,118.01,86.88,118.84,128.6,128.02,97.62,82.27,3505.13,176.65,141.23,138.86,95.27,153.58,108.67,103.87,125.55,96.0,0.0,69.97,105.37,56.83,30.56,75.14,125.85,116.68,124.48,163.16
PIK3R1,7.43,2.51,4.93,7.17,0.77,2.45,0.84,1.42,2.07,2.67,1.99,2.71,2.98,2.21,1.62,3.51,2.21,2.05,2.65,4.65,2.74,3.18,0.0,2.43,2.82,25.59,0.47,1.91,5.83,12.24,12.59,7.37,0.0,19.89,15.5,14.2,9.54,14.52,2.78,1.9,2.31,1.93
BHMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRHBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTF3,585.78,660.1,561.61,697.07,839.26,633.97,849.26,744.46,469.02,399.27,772.95,570.52,523.13,616.42,618.87,454.99,586.11,639.0,727.29,556.91,503.21,447.3,1954.49,362.73,324.85,355.98,660.38,590.58,657.32,175.04,160.06,184.65,0.0,163.79,141.52,373.79,517.0,393.07,409.61,585.77,425.07,571.67
ATG12,12.94,26.31,34.89,41.01,36.17,33.77,46.44,31.46,32.48,40.39,39.83,20.01,37.31,19.15,41.22,22.31,30.16,29.01,33.68,29.57,26.43,23.67,0.0,29.82,25.6,48.18,64.48,37.68,50.4,27.29,24.77,17.77,0.0,7.61,11.58,7.16,31.35,35.12,29.34,31.97,29.58,36.61
CXCL14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF300,1.86,2.19,1.39,0.0,1.69,2.59,0.88,2.32,2.14,2.32,2.92,2.53,3.32,3.83,3.28,3.17,2.37,3.63,3.68,3.26,2.26,0.89,0.0,0.45,1.99,1.75,3.78,4.74,7.09,3.08,4.4,3.91,0.0,2.41,1.78,3.51,2.79,3.91,1.95,2.6,2.19,2.28
DCDC2,10.82,2.59,2.57,1.67,2.11,3.77,2.67,3.29,9.76,13.51,3.8,4.54,6.16,6.28,3.55,6.22,4.35,8.23,7.69,10.07,1.88,6.98,0.0,1.51,2.7,1.52,4.8,2.4,3.99,3.28,3.76,7.37,0.0,0.35,0.6,0.62,0.47,0.0,4.88,4.3,3.71,9.08
TNFRSF21,28.97,32.41,28.82,32.51,26.67,27.5,17.12,26.8,25.56,24.4,27.36,25.16,28.3,22.62,20.23,25.38,21.45,19.12,19.06,20.59,31.52,28.38,0.0,34.95,32.11,29.66,12.6,15.57,17.59,21.8,18.9,19.36,0.0,5.75,2.39,3.27,2.08,1.5,33.86,24.55,28.35,21.81
CREB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.15,5.67,11.35,5.84,13.14,0.04,0.0,0.0,0.01
EGFR,24.9,24.6,26.62,17.01,17.43,25.11,12.52,20.53,60.38,68.09,20.85,21.25,28.39,25.41,20.61,23.25,20.46,20.93,18.56,25.78,32.2,27.08,0.0,48.39,46.01,46.05,23.8,28.9,29.98,37.8,34.34,43.05,0.0,30.85,28.66,8.22,6.51,9.4,16.77,13.78,15.05,49.31
IGFBP3,93.31,82.46,100.1,99.13,73.57,79.5,53.28,64.47,47.45,37.59,65.29,64.42,57.19,50.51,38.12,55.1,43.64,28.82,26.03,26.16,88.47,78.68,0.0,57.43,54.99,76.47,16.07,38.09,31.1,25.58,18.54,17.51,0.0,3.49,2.57,11.51,9.0,21.74,73.83,55.48,69.68,40.0
IGFBP1,16.52,16.1,15.29,14.95,12.17,10.1,5.97,8.15,7.86,8.37,8.99,3.55,3.23,2.44,2.4,2.09,1.74,2.98,1.5,1.42,13.86,16.8,0.0,9.96,15.99,52.04,20.68,17.45,11.41,8.93,7.64,2.64,0.0,2.99,0.0,2.26,1.46,9.93,4.53,4.04,3.27,12.55
CCNB3,0.38,0.13,0.19,1.35,0.6,0.49,0.0,0.78,0.0,0.25,0.09,0.19,0.67,0.87,0.13,0.33,0.28,0.38,0.25,1.04,1.34,0.0,0.0,0.13,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.68,0.79,0.28,1.42,0.51,0.09
HDAC8,14.27,19.68,19.85,30.61,24.35,17.27,21.05,26.07,21.31,7.96,18.06,20.9,16.33,16.96,8.78,18.87,17.25,17.48,13.94,11.49,18.09,23.07,0.0,15.85,16.73,58.88,23.03,11.37,12.21,8.09,5.54,10.21,0.0,9.49,0.83,16.15,11.6,18.02,11.5,16.67,12.4,11.05
TAF1,9.46,6.12,13.05,7.79,18.17,9.19,5.93,8.38,7.62,11.58,6.58,7.43,11.69,15.9,8.76,12.31,5.74,6.3,8.2,8.15,6.26,6.93,0.0,8.43,12.27,67.99,3.27,4.34,3.82,9.84,19.5,13.72,0.0,10.94,28.36,19.79,24.11,15.44,9.18,8.82,12.18,7.48
IL2RG,0.2,1.24,2.44,0.0,2.25,1.55,0.0,0.78,3.49,7.39,0.73,0.27,0.72,3.4,0.0,0.78,1.05,0.16,1.01,0.37,0.42,2.62,0.0,0.84,0.0,0.0,0.0,1.07,0.0,1.36,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,1.56,1.87,2.76,6.74
RBMX,108.38,116.9,135.81,96.33,108.55,114.43,110.1,106.11,127.61,124.31,106.98,121.45,150.0,233.0,149.21,155.97,133.43,126.19,120.57,124.13,118.93,114.41,0.0,98.25,98.31,117.54,103.99,131.7,147.25,84.6,85.43,79.98,0.0,59.44,33.05,37.58,35.86,41.09,121.46,130.38,132.46,121.22
MCPH1,6.16,5.24,7.9,1.54,8.02,6.35,5.43,4.93,5.9,2.94,5.45,5.78,7.13,10.68,5.18,8.95,5.81,4.19,5.12,4.44,6.63,6.01,0.0,5.68,6.83,2.81,0.56,9.73,12.69,10.2,31.44,12.89,0.0,24.35,18.88,19.72,15.57,10.31,4.64,5.55,4.84,3.66
FBXO25,8.19,8.49,11.77,19.16,11.74,9.78,8.87,8.74,13.13,10.19,13.37,15.03,11.38,11.22,13.74,6.58,12.12,14.72,11.28,8.57,11.21,8.09,0.0,24.02,16.83,17.11,16.33,25.73,9.89,13.51,16.73,9.98,0.0,0.63,8.53,23.46,4.04,11.54,9.87,8.63,7.71,7.2
GNRH1,1.38,3.69,0.0,0.0,6.44,2.1,17.74,2.85,0.48,1.19,2.21,1.24,1.46,0.83,2.97,2.33,3.12,3.35,2.11,2.15,1.18,1.26,0.0,0.85,4.21,0.0,0.0,2.39,0.0,2.36,3.25,1.34,0.0,0.0,3.35,0.58,3.07,2.11,2.92,3.0,1.65,2.08
STAR,0.97,0.19,0.0,0.0,0.0,0.0,3.77,0.0,1.24,0.25,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.09,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.84,0.44,0.32
CRH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERF1,10.74,9.36,12.2,27.19,18.78,19.48,13.56,13.17,16.72,22.28,23.07,15.89,20.29,15.85,25.42,44.73,13.88,15.74,11.18,19.92,13.78,22.96,0.0,11.66,20.98,27.21,10.6,13.48,12.05,7.06,31.93,22.39,0.0,6.34,6.72,23.11,5.84,4.55,17.19,15.8,15.88,13.15
EBAG9,20.92,26.89,28.64,17.08,29.17,24.47,29.4,27.26,19.22,15.3,28.46,18.74,23.84,34.78,24.86,25.35,26.94,29.88,27.49,22.5,20.08,16.28,0.0,17.86,15.53,46.08,58.97,38.65,43.34,15.26,29.9,12.39,0.0,14.08,18.3,20.85,29.16,27.84,24.79,31.77,27.26,23.97
RSPO2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.12,8.59,14.71,0.0,0.0,0.0,0.0
VLDLR,4.08,4.56,7.01,3.81,2.31,3.57,2.62,1.89,8.75,4.24,3.5,1.53,2.49,1.45,2.91,1.93,2.04,3.45,2.95,4.52,5.51,3.53,0.0,3.51,2.48,0.0,1.73,1.59,1.57,1.42,9.04,0.75,0.0,1.2,0.0,0.91,1.15,4.39,5.72,4.06,5.19,2.76
NFIB,2.98,4.35,2.37,4.19,4.32,3.25,3.81,4.02,3.53,3.26,3.24,4.27,4.92,5.1,5.56,6.57,4.81,4.85,4.18,6.35,3.77,7.36,0.0,2.39,3.24,12.43,5.98,7.4,8.32,8.95,8.4,5.18,0.0,6.77,10.46,8.29,0.72,9.39,4.39,3.94,3.86,2.78
PLIN2,18.03,18.02,14.42,15.07,12.17,13.78,8.79,13.16,19.39,16.4,12.26,14.94,11.76,11.01,15.2,12.21,15.26,21.5,20.73,18.14,12.7,12.41,0.0,9.22,10.86,16.13,10.82,4.82,5.51,6.57,5.09,11.16,0.0,2.1,1.55,9.86,16.86,14.65,26.28,27.98,26.0,16.97
IFNA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
CDKN2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIGMAR1,121.37,102.37,92.68,166.81,108.38,95.41,72.43,91.84,76.29,80.5,85.14,101.82,99.58,100.29,88.8,139.05,97.31,74.81,68.5,83.47,112.95,137.15,0.0,102.62,114.21,113.18,30.27,66.25,46.31,55.32,57.06,38.54,0.0,7.22,16.23,2.51,1.93,3.42,78.21,66.43,77.8,64.3
UGCG,5.24,5.67,7.0,8.91,5.12,7.27,7.18,6.27,7.37,7.21,4.74,4.49,5.75,4.66,3.85,2.9,4.99,7.94,6.39,7.44,3.96,4.94,0.0,3.84,4.13,23.4,9.74,18.56,21.34,13.27,16.42,13.55,0.0,19.52,29.62,14.56,10.54,10.84,8.92,9.07,9.31,8.71
SURF1,61.92,58.99,55.51,61.56,89.08,50.78,55.97,63.1,35.83,32.63,58.87,58.89,48.0,32.4,53.11,31.56,49.43,49.45,52.76,48.33,55.33,59.99,0.0,59.51,55.57,109.36,41.88,53.24,33.73,25.86,53.16,32.12,0.0,7.15,25.21,0.0,6.81,2.13,38.74,37.66,41.88,34.19
SURF2,29.74,29.66,20.63,37.63,24.54,20.62,14.7,23.97,18.56,19.98,20.79,23.59,20.29,15.89,13.53,19.83,22.97,17.27,13.92,17.55,26.56,24.09,0.0,23.49,28.73,48.73,7.48,19.19,17.19,12.13,16.17,12.74,0.0,6.96,7.58,10.47,18.53,0.0,10.76,14.19,14.57,16.87
PTGES,235.04,225.89,238.53,264.53,213.15,219.72,186.04,200.11,242.17,276.27,191.34,189.81,173.72,120.61,110.91,158.11,137.39,113.97,115.88,134.83,232.39,250.49,0.0,174.03,176.52,222.64,73.97,131.79,86.26,55.43,62.57,44.5,0.0,9.93,6.74,0.58,1.76,1.06,141.52,130.94,157.27,228.45
LCN2,165.36,190.26,154.57,229.99,171.95,160.22,147.16,149.8,84.37,86.51,159.87,161.12,138.04,133.78,163.48,124.77,145.01,189.06,182.54,172.94,175.11,137.59,0.0,213.33,210.89,187.76,120.0,159.41,143.54,228.74,205.23,217.9,0.0,139.86,115.69,15.07,9.8,9.84,130.91,135.39,128.18,104.21
NOTCH1,1.4,0.64,0.97,1.57,0.45,0.74,0.61,1.36,0.63,1.25,0.69,0.97,0.92,0.64,0.83,1.69,1.05,0.63,0.53,1.02,0.94,0.95,0.0,0.53,1.33,3.45,0.0,0.89,0.13,3.14,9.06,8.08,0.0,3.97,3.84,4.45,2.37,21.76,2.72,1.25,2.06,0.78
ZEB1,4.59,2.96,4.89,2.8,3.46,3.9,3.53,3.23,4.3,3.4,4.44,2.1,3.95,5.82,3.29,5.68,3.19,3.18,4.35,2.97,2.42,3.34,0.0,2.96,2.23,5.27,5.44,4.32,6.45,15.69,15.31,15.77,0.0,21.9,33.21,37.18,35.13,42.52,3.81,5.41,5.25,3.84
ANKRD1,10.68,15.19,6.97,16.0,31.12,44.28,34.53,43.14,17.72,13.51,38.63,26.34,39.77,52.44,26.37,33.5,24.03,19.72,23.59,17.84,14.16,12.23,0.0,22.56,23.45,20.41,46.52,46.31,59.22,19.82,37.72,32.53,0.0,9.39,8.88,7.11,7.36,8.38,6.26,9.74,7.01,14.37
EIF4EBP2,8.52,7.76,7.58,6.85,6.58,8.88,5.26,9.22,5.98,8.22,7.59,10.04,12.62,10.03,11.08,11.48,11.21,10.21,9.36,11.4,8.96,9.17,0.0,12.18,11.02,15.46,3.04,5.26,3.32,10.63,7.47,9.83,0.0,6.1,7.53,7.98,9.42,7.06,9.98,8.8,8.46,8.27
TCF7L2,5.17,4.8,6.14,6.15,6.36,5.14,6.0,5.49,9.04,6.23,6.22,4.27,7.02,17.78,8.21,12.07,6.57,6.69,5.88,5.97,5.98,4.62,0.0,6.93,8.86,0.0,8.18,8.38,5.68,17.66,15.03,18.99,0.0,37.68,48.3,74.88,58.07,57.45,7.29,6.15,7.18,3.79
MKI67,3.42,3.2,10.86,4.98,8.09,5.39,1.96,5.25,18.96,24.74,4.82,16.13,20.34,32.96,34.97,69.66,28.67,15.25,16.1,17.63,5.08,4.76,0.0,5.78,6.4,9.61,0.28,2.63,4.24,7.71,7.93,8.24,0.0,4.32,6.15,1.56,0.96,0.96,30.0,20.47,29.95,17.64
CYP17A1,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.02,0.0,0.0,0.15
