0,1,2,3,4,5,6,7,8,9,10
ALOX12,0.34,1.22,0.54,0.93,0.0,0.92,0.41,0.52,0.4,0.0
HDAC5,14.58,7.44,12.21,16.78,8.34,18.55,7.73,21.49,12.36,11.86
ABCC3,63.43,59.84,67.08,102.87,124.28,28.8,67.15,127.85,146.97,100.62
SMURF2,0.91,1.38,1.83,2.61,1.48,2.41,2.15,2.99,4.39,0.68
HLF,23.99,25.8,21.22,16.69,26.57,23.56,13.12,2.98,11.78,8.3
EFNB3,0.12,0.23,0.77,1.03,0.65,0.13,1.13,0.36,0.6,0.04
FOXN1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOX2B,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULT1E1,12.26,17.71,1.01,4.33,4.76,6.92,0.43,0.18,2.46,3.03
NMU,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.17,0.0,0.0
NFKB1,4.74,4.44,7.75,7.73,7.02,4.73,9.78,7.0,7.45,8.44
AREG,4.24,1.47,4.15,0.47,7.21,0.73,16.92,1.81,17.34,3.63
UBE2D3,57.88,54.06,75.15,72.55,64.93,58.59,76.58,51.99,69.7,95.97
MAPK10,2.25,0.54,2.7,4.01,2.31,0.27,5.57,2.41,7.27,1.0
ELF2,8.33,5.52,8.21,9.98,7.53,3.41,8.96,15.27,12.02,4.94
UCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,0.0,0.0,0.16,0.0,0.72,0.0,0.0,0.0,0.1,0.0
KLF3,7.55,11.77,6.96,8.61,6.32,5.93,5.71,9.52,6.58,6.89
UGDH,7.65,12.24,21.35,6.25,9.88,34.33,6.9,39.51,5.93,40.45
PPARGC1A,18.38,17.96,3.46,7.71,7.07,3.29,9.43,4.68,14.04,5.61
CRYAB,13.77,4.73,158.89,14.61,14.26,11.86,42.78,10.76,66.39,4.13
HTATIP2,17.82,15.82,64.24,46.09,22.29,93.55,24.03,69.04,8.58,123.14
ZBTB16,5.95,2.61,6.17,13.74,4.27,1.16,11.45,5.34,27.36,12.95
HSPA8,201.76,101.21,380.84,215.25,212.58,329.57,282.86,313.63,54.54,442.58
ST3GAL4,4.94,5.12,15.43,10.78,8.77,11.17,11.68,9.33,14.43,4.85
CPT1A,34.51,27.79,18.04,40.46,42.08,23.85,46.9,99.73,29.81,13.9
CCND1,25.59,24.63,35.53,79.56,63.33,16.16,52.24,439.81,33.36,40.05
APOA5,135.05,203.49,31.51,149.38,116.66,82.58,135.63,31.25,17.07,109.06
APOC3,10698.98,18967.69,4386.29,15978.32,15810.18,5008.67,12353.31,3748.14,8655.96,6413.47
BIRC2,22.46,22.84,16.97,22.86,17.76,19.65,23.32,21.44,18.22,15.5
CBL,0.19,0.23,0.67,0.88,0.57,0.3,1.13,0.63,0.68,0.56
PDHX,4.08,5.89,6.01,7.43,4.9,17.21,4.97,8.2,4.11,7.44
SOX6,2.2,3.47,1.88,1.51,2.34,0.05,3.39,3.01,3.6,0.05
AIP,13.74,17.69,24.19,33.49,25.75,31.87,32.03,30.56,26.62,25.87
POU2AF1,0.42,0.14,2.18,2.02,2.5,0.08,10.66,0.49,7.48,1.09
VWF,0.39,0.55,2.75,1.92,4.97,7.29,13.0,3.29,1.11,8.02
CORO1C,10.93,10.67,10.95,8.16,11.4,25.6,12.12,16.66,11.48,10.4
IL23A,0.95,1.1,0.37,1.41,0.85,0.21,1.29,0.28,0.48,0.35
CYP27B1,0.2,0.12,0.21,0.52,0.33,0.63,0.51,0.7,0.68,0.67
KRT18,380.69,149.37,321.96,490.53,309.88,281.7,517.1,323.93,680.43,381.84
GLI1,0.33,0.13,4.37,4.44,2.92,2.43,3.36,4.99,3.51,1.83
METAP2,55.04,35.89,43.14,53.35,74.57,42.46,54.39,95.64,74.85,31.16
ELK3,1.17,1.08,4.48,2.51,1.47,1.96,4.2,4.2,2.33,1.6
WNT5B,1.71,2.19,1.07,1.13,1.7,1.75,1.46,2.42,1.93,1.51
FOXM1,0.9,2.76,2.79,2.03,0.97,5.5,1.55,21.25,0.58,8.05
CDKN1B,7.62,7.98,11.34,9.55,9.38,7.8,8.65,13.65,5.4,14.9
SCNN1A,5.14,1.48,2.85,6.09,3.7,0.81,3.32,0.51,6.28,0.27
LTBR,44.03,40.25,55.31,53.89,49.0,68.89,69.88,76.49,72.39,63.25
OAS3,1.82,0.78,3.8,22.45,9.07,3.36,4.36,4.0,1.87,5.64
OAS2,3.98,1.36,8.45,45.41,24.2,3.9,12.09,6.54,3.73,9.75
VDR,0.46,0.3,1.16,0.4,0.86,0.82,3.04,1.91,1.35,0.14
IFNG,0.07,0.0,0.06,0.83,0.0,0.0,0.33,0.0,0.0,0.41
GAPDH,574.39,696.62,969.47,1186.6,693.52,4391.25,1340.09,1699.97,592.69,1534.19
CHD4,36.76,28.86,47.95,66.02,62.42,55.18,59.54,101.4,62.54,35.84
ING4,7.77,8.79,12.17,18.92,11.16,16.77,13.04,13.14,14.57,11.86
ENO2,1.72,0.37,5.63,4.23,4.44,10.63,7.56,2.83,7.61,1.11
PTPN6,33.95,15.36,40.26,85.54,48.15,26.6,46.78,36.01,54.15,26.68
SLCO1B3,26.92,56.14,6.77,40.74,32.21,30.48,19.18,2.72,2.41,0.02
NANOG,0.19,0.04,0.0,0.07,0.0,0.04,0.0,0.03,0.02,0.01
PRKAB1,8.52,5.02,14.49,13.96,8.95,26.32,9.07,19.65,11.53,6.23
PPARD,6.38,3.8,4.8,6.5,5.92,3.88,11.34,7.86,16.26,3.68
OPRM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK14,7.97,6.11,9.32,9.23,10.53,12.7,8.15,11.32,6.16,11.46
SOD2,138.17,59.81,561.54,89.26,54.99,453.37,124.62,165.76,170.67,167.9
IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17F,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.23,0.0,0.0
MCM3,2.03,2.3,7.27,5.73,4.81,9.18,7.68,23.22,3.62,15.35
CD83,4.53,1.73,5.14,5.49,5.19,1.99,6.33,3.62,4.37,3.46
BMP5,0.26,0.2,0.46,0.78,0.29,0.0,1.34,0.02,0.55,0.0
BACH2,2.31,1.34,0.92,0.9,3.41,0.1,2.28,1.03,3.12,0.78
FHL5,0.12,0.0,0.04,0.12,0.0,0.09,0.0,0.13,0.1,0.32
CCNC,13.72,11.55,17.39,19.31,15.78,15.32,12.33,30.83,16.34,13.46
E2F3,0.5,0.3,1.5,2.62,1.26,2.34,1.89,2.38,2.03,1.86
MED23,3.89,2.61,3.91,7.07,4.77,2.78,3.89,4.65,5.14,4.32
PERP,19.75,16.68,31.14,28.09,29.99,23.65,26.96,35.06,23.86,28.12
HECA,2.22,2.31,3.84,3.35,2.64,1.94,3.49,3.23,3.59,2.19
CCR6,0.28,0.22,2.15,1.39,1.34,0.79,0.94,1.84,0.43,0.44
SLC22A2,0.09,0.0,0.08,0.0,0.0,0.0,0.12,0.0,0.04,0.0
CCND3,4.27,3.92,14.5,17.53,14.42,7.89,17.46,13.83,20.44,7.79
TBP,6.34,3.94,6.12,9.45,9.4,6.05,5.63,8.16,9.44,6.77
SRF,12.46,4.68,6.53,4.05,7.73,4.26,7.73,6.46,4.82,5.29
VEGFA,60.89,59.49,53.68,87.58,107.68,98.66,108.29,54.3,82.14,39.51
TTK,0.03,0.02,0.73,0.4,0.13,0.51,0.34,2.37,0.12,2.01
SLC29A1,14.54,22.52,20.49,20.31,26.6,32.62,12.71,27.35,11.18,5.06
MEP1A,0.0,0.02,0.02,0.0,0.0,0.36,0.0,5.03,0.0,0.2
TBX18,0.06,0.58,0.12,0.02,0.0,0.04,0.02,0.11,0.4,0.01
GHR,17.63,43.92,5.1,25.98,17.75,7.14,13.91,4.54,4.79,17.38
HBEGF,5.99,3.2,5.04,1.76,5.4,2.05,9.61,3.37,6.48,3.92
LOX,0.34,0.16,0.78,0.57,0.25,4.06,0.74,1.29,0.31,0.49
SPARC,27.14,18.58,95.11,88.32,33.16,157.41,109.72,172.34,35.54,69.83
HMGCR,9.88,4.49,9.75,4.96,8.75,5.11,4.02,13.24,3.6,16.24
IL12B,0.0,0.0,0.06,0.0,0.13,0.0,0.09,0.0,0.0,0.0
CCNG1,49.51,49.28,88.74,65.12,46.72,69.81,32.27,53.11,17.83,196.78
DROSHA,16.04,14.11,25.43,32.54,23.87,23.49,22.34,44.3,25.93,56.2
CDH6,0.53,0.26,1.14,2.45,0.34,0.81,3.42,1.7,6.02,0.51
LNPEP,0.79,1.0,2.05,3.19,1.41,0.69,1.53,1.94,1.61,2.5
PRLR,2.18,0.62,3.97,0.97,1.08,1.14,0.67,1.44,0.47,2.46
IL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0
IL5,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.29
PPP2CA,17.04,13.44,19.68,16.31,15.52,12.1,19.22,22.15,14.4,47.33
FGF1,0.12,0.07,0.7,0.43,0.31,0.05,1.07,0.28,0.83,0.02
NR3C1,30.33,28.08,15.63,32.82,25.4,4.84,22.96,15.95,30.29,21.13
TCERG1,12.01,12.95,19.57,24.08,18.67,6.88,16.96,29.16,28.59,29.3
SMAD5,2.91,4.59,4.7,3.34,2.05,0.89,3.15,9.48,5.44,6.42
CSNK1A1,10.17,5.27,19.33,10.02,11.83,26.49,12.95,14.81,10.59,29.64
PDGFRB,4.57,2.84,14.18,12.35,5.75,7.52,15.45,13.79,9.77,5.66
CDX1,0.0,0.0,0.22,0.0,0.13,0.0,0.24,0.51,0.0,0.0
ATP6V0E1,77.35,80.41,211.76,146.71,111.02,323.17,121.88,142.71,70.98,444.32
EHHADH,43.67,82.74,35.6,76.54,62.65,55.77,35.97,20.14,31.06,18.59
BCL6,17.49,19.15,20.82,16.98,19.19,18.17,26.61,15.08,45.74,7.26
CD86,2.05,0.74,3.66,6.07,2.09,0.75,4.46,2.63,3.47,2.47
OGG1,6.13,6.24,11.07,14.98,8.51,16.62,8.17,15.32,7.35,8.24
RNF7,24.89,30.74,51.0,43.67,38.24,49.5,59.14,64.26,47.5,44.31
TFDP2,8.88,7.63,12.35,9.27,8.56,15.23,9.45,15.48,4.36,7.18
KAT2B,4.51,4.21,8.53,5.36,4.74,6.88,5.06,3.95,3.52,5.39
WNT5A,0.78,1.14,0.63,1.26,0.79,0.8,0.34,0.46,0.4,2.88
HES1,27.31,33.2,35.38,64.36,25.27,16.4,74.86,77.36,77.9,30.82
GNAI2,50.94,60.38,98.27,131.67,80.12,48.64,118.11,114.51,113.31,63.72
HYAL1,54.81,61.96,56.59,79.7,71.39,41.75,58.98,41.8,35.31,50.12
CISH,12.79,1.11,16.79,12.14,26.37,1.8,36.89,16.48,6.51,3.32
MAPKAPK3,3.6,3.77,8.65,7.09,6.14,5.8,7.29,8.85,4.84,4.91
FOXP1,17.16,12.22,23.89,21.45,16.66,14.46,24.61,32.32,38.07,10.53
ADAM23,0.13,0.0,0.34,0.05,0.41,0.13,0.48,0.12,0.4,11.24
IL1A,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,5.33,0.4,17.25,5.51,3.14,39.24,16.4,43.98,16.85,13.74
KCNIP3,0.18,0.15,0.2,0.24,0.25,0.15,0.44,0.62,0.54,0.69
STEAP3,25.08,21.45,15.03,39.02,41.12,23.11,25.17,13.41,15.14,5.43
TP53I3,1.75,4.3,16.87,13.32,6.74,22.36,9.48,20.2,10.86,21.86
POMC,0.53,0.18,1.17,1.05,0.93,0.12,2.69,0.85,0.97,0.19
GCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
TLX2,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
HTRA2,8.91,8.4,13.74,19.15,11.75,18.97,17.52,15.53,12.26,12.76
ACADL,7.35,9.65,3.55,6.85,7.21,2.9,3.92,1.35,4.29,1.39
FN1,962.98,1092.18,1591.57,681.82,702.07,1530.93,734.46,1068.46,361.69,1188.15
STAT1,27.49,14.03,90.88,214.06,119.48,61.05,57.89,44.02,38.61,102.84
GLS,2.61,1.71,7.36,8.98,4.57,1.05,7.01,5.15,7.4,5.54
IGFBP5,4.82,2.34,6.95,3.29,4.22,1.07,6.87,8.95,10.4,4.57
OTX1,0.0,0.0,0.38,0.03,0.1,0.98,0.05,1.03,0.0,0.27
ST3GAL5,5.83,5.9,8.75,8.11,8.24,2.58,5.7,6.08,6.39,3.46
KDM3A,3.96,4.41,6.27,10.33,6.21,13.78,8.46,4.87,8.25,9.3
PRKAG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD1,0.09,0.0,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.16
IL1R1,11.6,9.58,18.15,15.54,14.37,52.81,24.49,12.73,16.18,9.79
WNT6,0.0,0.0,0.21,0.05,0.24,0.04,0.22,0.05,0.32,0.16
IL18R1,1.11,1.69,2.11,2.28,2.47,0.15,1.99,0.95,3.29,2.14
IL18RAP,0.67,0.79,2.29,2.05,2.38,0.1,1.93,0.57,3.5,1.06
FHL2,5.94,13.48,8.42,5.83,7.84,26.66,28.51,5.78,12.97,3.4
TPO,0.0,0.0,0.0,0.0,0.04,0.0,0.13,0.06,0.0,0.0
PROC,285.4,329.16,208.5,282.7,330.54,80.95,230.0,221.0,217.75,161.87
ID2,252.7,230.73,130.19,205.4,201.15,76.27,222.5,85.74,220.39,64.17
ODC1,9.95,6.88,33.33,10.97,16.46,21.23,26.21,90.24,9.27,26.07
CEBPZ,27.48,16.71,23.2,34.55,29.12,11.68,40.01,43.86,58.01,27.21
LCT,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,0.0,0.0
SDC1,109.44,107.0,149.7,162.69,160.64,175.6,201.63,133.74,59.98,190.32
SLC1A4,2.17,0.6,4.96,1.73,1.72,8.59,2.54,6.38,2.58,2.08
SOS1,1.62,1.67,5.06,4.4,3.71,4.12,5.6,3.0,2.14,2.71
ATF2,2.74,3.04,3.76,4.6,2.43,4.76,2.96,2.37,6.18,2.95
KISS1R,0.0,0.0,0.0,0.05,0.05,0.08,0.1,0.0,0.0,0.0
EPAS1,36.29,38.23,47.15,29.86,41.95,18.44,55.9,54.74,54.49,37.06
ARID3A,1.01,0.34,1.32,2.75,1.63,3.26,3.39,6.38,1.92,3.26
SUMO1,40.17,52.5,69.4,58.86,48.94,71.64,46.28,67.74,29.42,61.75
NFE2L2,37.27,39.37,49.73,43.79,54.37,17.48,40.0,19.98,42.71,39.95
MSH6,3.69,3.7,7.09,4.26,6.11,7.45,6.97,11.84,4.15,12.17
DHCR24,101.68,99.95,180.34,142.17,86.14,143.42,63.97,229.18,37.87,110.87
SCP2,107.55,201.38,103.54,177.63,145.26,92.59,117.31,76.84,43.79,110.18
RAP1A,7.5,7.99,14.28,26.72,8.81,20.61,8.17,8.56,7.48,10.75
HDAC1,12.49,11.97,17.49,25.68,17.82,20.79,24.74,44.02,18.49,27.69
SFPQ,114.6,65.7,96.35,127.45,118.38,58.34,135.63,138.15,162.16,69.73
MEF2D,5.95,7.41,10.88,5.89,8.45,8.6,10.82,10.33,11.49,10.68
MFN2,13.12,10.96,7.42,17.38,15.15,14.74,13.73,18.59,9.28,20.55
NCF2,1.2,0.75,4.24,3.14,3.09,1.35,5.04,5.76,2.56,2.24
PLA2G4A,0.26,0.05,0.29,0.6,0.11,0.02,0.89,0.16,0.0,0.09
GADD45A,140.65,79.1,63.0,87.71,192.88,37.44,80.7,31.75,62.18,35.15
PRDM2,8.62,6.67,10.42,10.06,12.19,3.22,16.61,17.02,25.75,6.87
RGS2,24.89,7.79,27.69,10.91,20.97,2.83,83.33,18.9,35.44,13.51
ZBTB17,12.13,8.11,14.95,17.09,13.92,6.94,17.84,26.34,25.04,8.79
CD58,5.08,1.79,15.03,9.52,6.01,5.26,10.1,12.94,7.13,7.17
CD2,0.98,0.47,19.23,18.59,13.0,1.71,11.62,3.39,7.03,4.63
TTF2,0.68,0.11,1.5,1.53,1.49,1.66,1.34,2.07,0.71,2.64
NR5A2,5.64,7.42,6.51,4.97,4.93,4.31,3.86,6.66,3.46,0.69
BMP8B,0.08,0.07,0.24,0.18,0.19,0.88,0.33,0.02,0.14,0.36
ETV3,1.81,1.23,3.19,2.32,1.83,2.69,2.18,2.77,1.46,2.67
ACADM,34.0,49.15,39.35,30.87,33.34,28.65,32.33,21.74,8.39,25.42
SDHB,81.49,120.04,55.41,166.44,109.71,119.83,106.41,81.84,51.41,96.75
RGS4,2.35,0.37,2.11,2.42,0.7,1.66,4.93,0.63,7.9,0.77
RBBP5,1.69,1.55,3.82,2.24,2.26,4.05,2.67,3.53,1.79,4.8
ECE1,11.38,9.42,13.79,13.16,13.76,5.03,16.2,19.22,13.32,10.66
ID3,7.87,5.62,39.6,51.42,25.85,6.34,64.31,30.34,29.47,36.94
CR2,0.0,0.0,0.16,1.15,1.03,0.01,0.85,0.12,0.02,0.0
CD46,18.2,14.24,32.75,21.04,23.46,27.09,20.34,17.8,12.15,37.9
APH1A,18.62,21.21,32.37,25.19,26.28,49.0,27.53,46.86,13.37,55.81
SLC2A1,0.35,0.23,3.33,2.55,1.54,14.52,3.1,1.16,2.7,6.69
EBNA1BP2,95.3,71.85,126.09,98.92,80.37,51.61,48.65,43.29,71.06,88.28
CDC20,0.12,0.4,5.03,2.13,0.5,6.5,1.03,31.03,2.56,7.74
MPL,0.12,0.15,0.21,0.27,0.46,0.62,0.4,0.19,0.1,0.17
PTCH2,0.95,0.71,1.09,1.96,0.93,0.86,0.54,0.49,1.03,0.46
PIK3R3,0.41,0.52,2.25,2.14,2.15,3.03,3.09,2.25,1.86,3.7
FAAH,28.83,24.71,22.87,39.12,46.26,12.69,25.96,22.43,39.19,16.57
DR1,2.29,2.99,6.24,3.91,2.68,8.17,4.69,7.9,2.22,6.43
F3,4.06,0.68,10.57,5.99,4.78,0.77,9.4,1.44,7.51,1.63
FASLG,0.0,0.0,0.36,1.26,0.6,0.03,0.47,0.14,0.46,0.59
TNFSF4,0.35,0.12,0.66,0.81,0.46,0.63,0.29,1.59,0.43,1.55
SERPINC1,746.68,959.48,1119.97,645.88,657.17,436.65,465.52,214.33,154.61,1433.67
STMN1,8.25,4.81,26.72,16.58,8.62,23.62,22.67,112.9,9.88,91.42
PROX1,8.41,17.78,6.85,7.32,8.03,5.23,7.12,7.06,7.41,6.26
CTSD,245.75,277.8,307.25,729.96,260.22,2219.67,450.99,1395.36,190.29,267.18
STK11,7.72,6.63,13.36,13.59,10.11,16.24,13.35,16.86,11.66,12.02
KMT2A,7.63,7.11,8.75,11.1,11.85,3.26,9.92,12.19,16.88,3.88
APOA1,10986.07,14437.82,3849.32,16177.23,12640.76,444.76,11050.81,3190.41,9004.25,350.86
ATF6,4.85,4.71,10.29,6.12,6.44,10.36,6.25,6.9,5.15,11.88
CREB1,1.49,0.99,2.23,2.49,2.03,2.74,3.63,4.2,1.07,2.21
CNR1,0.0,0.0,0.13,0.36,0.08,0.0,0.35,0.04,0.02,0.38
PLAGL1,1.28,0.33,1.44,2.05,1.36,0.45,2.03,1.25,2.24,0.43
TNFAIP3,11.29,3.7,16.54,11.81,8.94,8.47,9.42,6.33,7.57,10.35
MYB,0.08,0.0,0.24,0.4,0.03,0.19,0.24,0.33,0.0,0.21
SGK1,14.3,37.39,34.42,27.17,18.67,24.61,47.85,29.57,39.09,14.05
ARG1,219.49,328.77,253.69,231.68,230.75,202.99,140.18,117.16,79.08,444.93
FOXO3,10.67,4.75,6.97,6.96,5.66,4.33,7.87,9.33,11.55,5.26
TGIF2,2.62,2.89,4.56,3.29,3.35,2.19,4.29,7.56,3.46,2.6
ABCG2,5.87,7.64,6.61,2.3,6.51,1.52,1.39,0.67,3.68,3.07
SPP1,4.22,5.05,1343.56,23.01,18.47,871.82,92.64,270.2,56.89,722.59
RARRES1,0.74,0.38,7.23,2.34,3.71,1.81,6.66,2.83,2.45,1.7
PPL,3.32,3.36,2.19,4.12,4.82,0.97,4.56,1.39,6.46,0.0
KLF12,3.07,2.54,1.56,1.7,1.61,0.7,1.65,2.08,2.08,1.1
CCND2,0.75,0.18,1.95,1.65,1.38,3.08,4.68,1.27,1.56,0.81
FGF23,0.03,0.41,0.0,0.43,0.0,0.0,3.03,0.03,3.02,0.0
SATB2,0.48,0.99,1.4,1.27,1.07,1.74,0.98,2.62,0.76,0.49
KLF9,15.6,13.21,17.67,8.6,9.7,9.36,11.58,5.36,6.66,19.38
SET,26.26,24.53,60.15,49.58,46.11,70.2,58.69,89.56,36.04,104.56
PTPA,13.61,18.01,26.3,31.78,27.6,57.46,32.38,41.25,30.91,39.67
NR4A3,5.25,2.51,4.12,0.96,3.18,0.14,11.05,0.17,2.52,1.63
CSF3R,9.13,2.68,5.58,14.69,4.63,0.68,6.29,9.11,9.16,1.72
ONECUT2,5.34,5.2,6.54,5.67,6.3,3.94,4.09,6.71,6.26,5.39
VSX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGF,1.13,1.07,3.76,2.25,1.82,2.9,3.7,4.06,3.45,2.85
TGFB3,7.31,1.98,4.73,4.12,4.16,2.19,16.08,8.19,14.88,2.61
ESRRB,0.0,0.0,0.03,0.12,0.07,0.11,0.1,0.08,0.22,0.24
DNMT3A,1.37,2.26,5.66,5.94,4.8,5.24,3.61,9.84,3.76,3.36
BCL11A,1.64,0.05,1.55,2.15,3.03,0.41,5.41,2.48,3.33,0.37
EPCAM,2.37,2.26,11.05,48.05,11.25,0.69,24.34,10.53,10.16,0.0
IDE,2.65,3.3,5.21,5.38,4.15,7.7,4.68,7.74,3.24,6.24
IFIT3,8.34,5.22,18.09,102.5,48.58,9.7,16.7,11.65,9.65,18.21
MXI1,10.06,14.25,18.52,9.44,12.16,20.24,10.45,10.65,8.18,8.11
HOXB8,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
CRHR1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
HOXB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,187.02,300.72,202.56,219.73,216.34,56.03,196.73,45.08,154.34,199.59
MSX2,0.0,0.0,0.19,0.04,0.0,0.0,0.07,0.0,0.91,0.0
TEK,0.4,0.41,1.57,1.63,0.63,0.1,0.86,0.69,0.48,0.42
IFNA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIA2,0.01,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.01
ACAT2,49.64,40.68,29.59,32.18,34.34,97.57,17.94,35.59,12.84,38.26
TP53AIP1,0.0,0.1,0.15,0.23,0.03,0.09,0.27,0.0,0.0,0.0
TAF12,4.58,5.91,8.86,10.03,4.68,5.82,10.89,14.53,4.49,19.07
TNFSF11,0.62,1.22,0.99,0.47,0.86,0.03,0.67,0.38,0.89,1.19
ELF1,4.48,6.03,6.44,6.95,7.83,4.19,7.27,5.93,5.95,3.09
SMAD9,0.29,0.14,0.6,1.07,0.51,1.26,0.67,0.65,0.35,0.16
HSPH1,11.89,6.31,26.03,13.55,10.26,18.83,23.2,20.82,13.29,30.73
ETF1,14.76,9.24,18.12,12.8,14.47,21.82,14.85,16.21,13.63,33.42
KDM3B,7.09,6.09,9.74,13.77,10.86,11.46,8.4,13.47,10.19,15.81
EGR1,85.63,43.13,55.58,61.54,87.46,10.0,100.58,18.75,51.55,15.88
TMPO,9.3,5.7,9.68,7.8,6.87,10.25,9.67,18.66,7.56,20.96
SOCS2,30.98,12.08,12.13,20.83,45.84,6.51,52.98,10.53,25.26,7.8
NFYB,6.41,5.43,8.49,13.56,5.2,8.46,12.74,9.02,2.82,7.87
APAF1,0.9,0.76,1.66,2.58,1.38,3.09,2.32,1.86,1.42,1.39
DUSP4,0.86,0.24,1.88,1.61,1.95,0.35,2.7,0.25,2.72,2.53
CLU,1635.91,1983.05,2890.8,1927.47,1762.2,5953.67,1198.75,855.29,568.65,3869.81
TNFRSF10B,33.67,16.56,14.4,37.4,25.84,30.18,23.28,14.25,32.16,31.57
NPPB,0.0,0.0,0.13,0.0,0.0,0.84,0.0,0.0,0.0,0.0
COPS5,15.21,16.37,62.32,28.44,21.48,53.04,21.74,28.6,12.84,52.42
TBX2,2.63,1.8,3.95,4.23,4.68,5.24,10.95,11.32,12.49,1.54
IAPP,1.25,0.81,0.24,3.7,0.81,0.39,0.23,2.09,0.8,0.0
LHX4,0.02,0.04,0.15,0.07,0.02,0.67,0.02,0.09,0.04,0.27
CD80,0.36,0.12,0.56,0.24,0.25,0.21,1.08,0.22,0.13,1.28
CRY2,18.94,30.73,13.87,18.32,21.14,13.13,12.09,13.27,18.48,12.91
CAT,128.2,256.35,85.27,154.66,162.01,151.38,99.04,57.55,48.07,75.6
FABP3,1.65,0.73,3.99,5.71,2.09,13.68,8.02,4.38,6.07,5.46
KHDRBS1,15.45,14.73,25.31,22.06,19.52,21.35,26.67,31.15,21.13,30.58
CCR2,0.14,0.12,3.6,1.81,1.02,0.17,1.76,0.21,0.48,0.29
TNFSF10,47.76,59.05,76.22,85.48,97.23,44.11,30.94,37.28,19.41,50.24
PIK3CA,0.99,1.08,1.76,1.66,0.94,1.19,1.49,1.28,0.85,0.89
CXCR4,17.39,3.65,62.78,32.63,56.79,8.34,56.87,17.56,41.6,54.0
POLK,3.71,2.59,2.65,2.51,4.43,1.0,3.57,4.56,4.92,4.52
FLT3,0.14,0.02,0.53,0.48,0.44,0.02,0.46,0.0,0.28,0.21
GTF3A,58.06,62.19,77.51,98.61,92.4,97.42,86.55,91.69,80.73,92.6
PAEP,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.13,0.0,0.0
MYOG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLG,1367.51,1347.39,586.79,1257.13,1180.43,906.48,837.73,388.68,239.04,354.16
PTGFR,0.22,0.36,0.28,0.2,0.12,2.08,0.3,3.83,0.1,0.41
HNRNPA2B1,102.68,78.6,128.94,145.98,103.65,158.36,148.12,166.74,90.23,244.14
NPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0
HOXA7,0.0,0.04,0.21,0.04,0.04,0.37,0.22,0.24,0.36,0.07
TWIST1,0.15,0.19,0.27,0.82,0.05,0.0,0.21,0.86,0.17,0.36
RECK,0.99,0.21,1.28,3.13,1.19,2.0,2.43,2.51,2.25,4.92
SPINK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALD1,137.13,105.71,119.52,146.44,144.07,68.63,193.87,171.2,288.97,109.19
NEUROG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAU,2.68,0.18,3.83,2.26,0.84,1.7,4.03,4.07,1.42,3.02
EGR2,3.67,1.51,3.21,1.67,2.53,0.43,4.91,0.99,0.75,0.15
ECD,6.22,5.36,7.34,8.33,6.59,14.14,10.22,10.63,9.05,13.63
P4HA1,19.19,5.72,31.15,18.48,11.0,50.36,16.74,10.59,7.63,20.37
CDKN2C,0.83,0.39,6.89,3.54,1.12,5.52,2.83,16.73,2.39,11.01
BHLHE41,0.82,0.34,2.16,1.71,1.14,1.95,2.65,4.4,6.17,0.48
SSPN,0.99,0.28,1.69,1.34,1.74,0.16,3.84,1.53,4.35,0.22
WWP1,12.8,14.81,45.45,14.63,12.26,28.25,7.85,15.35,5.49,16.66
